question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q00112,How would you architect a resource-constrained IoT ecosystem using E-commerce with a globally distributed team?,Domain Knowledge,E-commerce,E-commerce|Healthcare,EXP-FRON-SEN,Senior,Hard,4,Understand,Situational,15,ESCO.395,ONET.821,domain knowledge|e-commerce|hard,Low,Low,False,
Q00113,How would you debug a resource-constrained IoT ecosystem using AWS with limited budget for cloud resources?,Technical,AWS,Kubernetes|SQL,EXP-ML E-JUN,Junior,Hard,4,Understand,Situational,3,ESCO.394,ONET.831,technical|aws|hard,Low,Low,False,Gender
Q00114,How would you scale a legacy monolithic system using Database Design while ensuring 99.99% uptime?,System Design,Database Design,Microservices|Database Design,EXP-PROD-MID,Mid,Easy,2,Create,Technical,13,ESCO.338,ONET.153,system design|database design|easy,Low,Low,False,
Q00115,How would you design a realtime data pipeline using SaaS during a major compliance audit?,Domain Knowledge,SaaS,E-commerce|Healthcare,EXP-DEVO-MID,Mid,Hard,4,Create,Behavioral,15,ESCO.191,ONET.767,domain knowledge|saas|hard,Low,Low,False,
Q00116,How would you scale a realtime data pipeline using E-commerce with zero downtime?,Domain Knowledge,E-commerce,Healthcare|Fintech,EXP-SOFT-JUN,Junior,Hard,4,Evaluate,Behavioral,8,ESCO.391,ONET.565,domain knowledge|e-commerce|hard,High,Low,False,
Q00117,How would you migrate a highly secure payment gateway using Database Design during a major compliance audit?,System Design,Database Design,API Design|Scalability,EXP-QA E-MID,Mid,Medium,3,Remember,Situational,15,ESCO.402,ONET.681,system design|database design|medium,Low,Low,False,
Q00118,How would you architect a latency-sensitive trading platform using Fintech under strict memory constraints?,Domain Knowledge,Fintech,E-commerce|EdTech,EXP-FRON-JUN,Junior,Hard,4,Understand,Behavioral,7,ESCO.492,ONET.341,domain knowledge|fintech|hard,Low,Low,False,
Q00119,How have you handled disagreeing with your manager's direction on something important?,Soft Skills,Leadership,Leadership|Time Management,EXP-DEVO-JUN,Junior,Medium,3,Analyze,Behavioral,14,ESCO.220,ONET.754,soft skills|leadership|medium,High,Low,False,
Q00120,How would you implement a resource-constrained IoT ecosystem using EdTech with a globally distributed team?,Domain Knowledge,EdTech,Healthcare|SaaS,EXP-QA E-MID,Mid,Expert,5,Evaluate,Technical,15,ESCO.353,ONET.796,domain knowledge|edtech|expert,Medium,Low,False,Age
Q00121,Describe the biggest change you had to adapt to in your career. What made it difficult?,Soft Skills,Adaptability,Adaptability|Communication,EXP-DATA-SEN,Senior,Hard,4,Evaluate,Behavioral,4,ESCO.796,ONET.310,soft skills|adaptability|hard,Medium,Low,False,
Q00122,How would you refactor a legacy monolithic system using SaaS under strict memory constraints?,Domain Knowledge,SaaS,EdTech|Fintech,EXP-FRON-SEN,Senior,Expert,5,Create,Situational,14,ESCO.122,ONET.505,domain knowledge|saas|expert,Low,Low,False,
Q00123,How would you troubleshoot an offline-first mobile app backing service using Kubernetes during a major compliance audit?,Technical,Kubernetes,Python|JavaScript,EXP-FRON-JUN,Junior,Easy,2,Apply,Case Study,5,ESCO.887,ONET.238,technical|kubernetes|easy,Medium,Low,False,Culture
Q00124,How would you design a latency-sensitive trading platform using Kubernetes with zero downtime?,Technical,Kubernetes,React|Go,EXP-DATA-JUN,Junior,Medium,3,Evaluate,Case Study,11,ESCO.230,ONET.845,technical|kubernetes|medium,High,Low,False,
Q00125,How would you migrate a high-traffic web application using E-commerce with limited budget for cloud resources?,Domain Knowledge,E-commerce,E-commerce|SaaS,EXP-DEVO-SEN,Senior,Medium,3,Apply,Technical,14,ESCO.883,ONET.215,domain knowledge|e-commerce|medium,Low,Low,False,
Q00126,How would you optimize a latency-sensitive trading platform using Docker with limited budget for cloud resources?,Technical,Docker,AWS|Python,EXP-PROD-MID,Mid,Easy,2,Analyze,Case Study,6,ESCO.652,ONET.322,technical|docker|easy,Medium,Low,False,
Q00127,How would you optimize a highly secure payment gateway using Database Design with zero downtime?,System Design,Database Design,Scalability|Database Design,EXP-QA E-JUN,Junior,Medium,3,Analyze,Situational,7,ESCO.162,ONET.670,system design|database design|medium,High,Low,False,Age
Q00128,How would you debug a realtime data pipeline using EdTech with zero downtime?,Domain Knowledge,EdTech,Healthcare|SaaS,EXP-ML E-MID,Mid,Medium,3,Apply,Case Study,5,ESCO.872,ONET.650,domain knowledge|edtech|medium,Low,Low,False,
Q00129,Describe a time you significantly underestimated how long a task would take.,Soft Skills,Time Management,Communication|Conflict Resolution,EXP-PROD-JUN,Junior,Hard,4,Create,Behavioral,10,ESCO.967,ONET.479,soft skills|time management|hard,Low,Low,False,
Q00130,Tell me about a time you had to learn a new technology under pressure.,Soft Skills,Adaptability,Adaptability|Communication,EXP-FRON-JUN,Junior,Medium,3,Apply,Behavioral,3,ESCO.316,ONET.294,soft skills|adaptability|medium,High,Low,False,
Q00131,How would you scale an offline-first mobile app backing service using Scalability with limited budget for cloud resources?,System Design,Scalability,API Design|Security,EXP-FRON-SEN,Senior,Hard,4,Apply,Situational,8,ESCO.625,ONET.609,system design|scalability|hard,Low,Low,False,
Q00132,How would you refactor a resource-constrained IoT ecosystem using AWS with a globally distributed team?,Technical,AWS,Node.js|React,EXP-SOFT-JUN,Junior,Hard,4,Evaluate,Case Study,7,ESCO.256,ONET.300,technical|aws|hard,Low,Low,False,
Q00133,How would you implement a high-traffic web application using SaaS under strict memory constraints?,Domain Knowledge,SaaS,E-commerce|Healthcare,EXP-DATA-SEN,Senior,Medium,3,Create,Case Study,5,ESCO.655,ONET.757,domain knowledge|saas|medium,High,Low,False,
Q00134,Tell me about a time you mentored someone. What was your approach?,Soft Skills,Leadership,Communication|Leadership,EXP-PROD-JUN,Junior,Expert,5,Apply,Behavioral,12,ESCO.753,ONET.782,soft skills|leadership|expert,High,Low,False,Gender
Q00135,How would you refactor a distributed microservices architecture using Kubernetes while maintaining backward compatibility?,Technical,Kubernetes,Java|Kubernetes,EXP-DEVO-JUN,Junior,Easy,2,Evaluate,Case Study,15,ESCO.283,ONET.209,technical|kubernetes|easy,High,Low,False,
Q00136,How would you design a legacy monolithic system using Go during a major compliance audit?,Technical,Go,SQL|Docker,EXP-BACK-JUN,Junior,Medium,3,Create,Technical,7,ESCO.800,ONET.947,technical|go|medium,Medium,Low,False,
Q00137,How would you refactor a distributed microservices architecture using Fintech with zero downtime?,Domain Knowledge,Fintech,Fintech|E-commerce,EXP-SOFT-SEN,Senior,Expert,5,Analyze,Situational,12,ESCO.978,ONET.197,domain knowledge|fintech|expert,Medium,Low,False,Gender
Q00138,How would you implement a latency-sensitive trading platform using Security while ensuring 99.99% uptime?,System Design,Security,Security|Microservices,EXP-DATA-SEN,Senior,Hard,4,Remember,Technical,12,ESCO.247,ONET.870,system design|security|hard,Medium,Low,False,
Q00139,How would you implement an offline-first mobile app backing service using EdTech during a major compliance audit?,Domain Knowledge,EdTech,Healthcare|SaaS,EXP-CLOU-JUN,Junior,Medium,3,Create,Behavioral,11,ESCO.863,ONET.454,domain knowledge|edtech|medium,Low,Low,False,
Q00140,How would you debug a distributed microservices architecture using API Design with a hard deadline of two weeks?,System Design,API Design,API Design|Database Design,EXP-DEVO-SEN,Senior,Expert,5,Analyze,Technical,13,ESCO.699,ONET.776,system design|api design|expert,Low,Low,False,
Q00141,How would you implement a realtime data pipeline using E-commerce during a major compliance audit?,Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-DEVO-SEN,Senior,Easy,2,Remember,Behavioral,7,ESCO.555,ONET.468,domain knowledge|e-commerce|easy,Medium,Low,False,
Q00142,How would you secure a distributed microservices architecture using JavaScript while ensuring 99.99% uptime?,Technical,JavaScript,Go|Kubernetes,EXP-SOFT-SEN,Senior,Hard,4,Analyze,Behavioral,7,ESCO.523,ONET.497,technical|javascript|hard,Medium,Low,False,
Q00143,Describe a time a colleague's approach was blocking the team's progress.,Soft Skills,Conflict Resolution,Conflict Resolution|Adaptability,EXP-FRON-JUN,Junior,Medium,3,Remember,Behavioral,9,ESCO.382,ONET.531,soft skills|conflict resolution|medium,Low,Low,False,
Q00144,How do you handle being blocked waiting on another team affecting your timeline?,Soft Skills,Time Management,Leadership|Communication,EXP-DEVO-JUN,Junior,Easy,2,Analyze,Behavioral,12,ESCO.489,ONET.923,soft skills|time management|easy,Medium,Low,False,
Q00145,How would you implement a distributed microservices architecture using Database Design while ensuring 99.99% uptime?,System Design,Database Design,API Design|Scalability,EXP-DEVO-JUN,Junior,Expert,5,Evaluate,Technical,8,ESCO.485,ONET.387,system design|database design|expert,Medium,Low,False,
Q00146,How would you troubleshoot a highly secure payment gateway using E-commerce with a hard deadline of two weeks?,Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-CLOU-SEN,Senior,Easy,2,Analyze,Case Study,5,ESCO.748,ONET.410,domain knowledge|e-commerce|easy,Low,Low,False,
Q00147,How would you migrate a high-traffic web application using EdTech during a major compliance audit?,Domain Knowledge,EdTech,EdTech|SaaS,EXP-FRON-SEN,Senior,Easy,2,Apply,Behavioral,4,ESCO.887,ONET.354,domain knowledge|edtech|easy,Low,Low,False,
Q00148,How would you optimize an offline-first mobile app backing service using JavaScript under strict memory constraints?,Technical,JavaScript,Java|Node.js,EXP-FRON-MID,Mid,Medium,3,Analyze,Situational,9,ESCO.574,ONET.890,technical|javascript|medium,Low,Low,False,
Q00149,How would you scale a resource-constrained IoT ecosystem using Fintech with a globally distributed team?,Domain Knowledge,Fintech,Fintech|E-commerce,EXP-DEVO-SEN,Senior,Hard,4,Apply,Case Study,15,ESCO.311,ONET.633,domain knowledge|fintech|hard,Low,Low,False,
Q00150,How would you scale a distributed microservices architecture using Python during a major compliance audit?,Technical,Python,Go|JavaScript,EXP-QA E-JUN,Junior,Medium,3,Create,Technical,11,ESCO.278,ONET.665,technical|python|medium,Low,Low,False,
Q00151,How would you implement a legacy monolithic system using SaaS while ensuring 99.99% uptime?,Domain Knowledge,SaaS,Fintech|E-commerce,EXP-ML E-SEN,Senior,Expert,5,Analyze,Behavioral,14,ESCO.319,ONET.310,domain knowledge|saas|expert,Low,Low,False,
Q00152,How would you scale a realtime data pipeline using Fintech while maintaining backward compatibility?,Domain Knowledge,Fintech,Healthcare|SaaS,EXP-FRON-MID,Mid,Hard,4,Evaluate,Case Study,12,ESCO.501,ONET.701,domain knowledge|fintech|hard,Low,Low,False,
Q00153,How have you handled situations where deadlines create tension between teams?,Soft Skills,Conflict Resolution,Leadership|Communication,EXP-DEVO-JUN,Junior,Easy,2,Understand,Behavioral,14,ESCO.244,ONET.623,soft skills|conflict resolution|easy,Low,Low,False,
Q00154,How have you handled working in an environment with a lot of ambiguity?,Soft Skills,Adaptability,Communication|Time Management,EXP-DEVO-JUN,Junior,Medium,3,Understand,Behavioral,10,ESCO.734,ONET.154,soft skills|adaptability|medium,Medium,Low,False,Culture
Q00155,How would you secure a latency-sensitive trading platform using SaaS while ensuring 99.99% uptime?,Domain Knowledge,SaaS,SaaS|EdTech,EXP-DATA-SEN,Senior,Easy,2,Evaluate,Behavioral,15,ESCO.879,ONET.325,domain knowledge|saas|easy,Low,Low,False,
Q00156,How would you implement a distributed microservices architecture using AWS while maintaining backward compatibility?,Technical,AWS,JavaScript|Java,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Behavioral,15,ESCO.836,ONET.551,technical|aws|hard,Low,Low,False,Culture
Q00157,How would you refactor a distributed microservices architecture using Microservices under strict memory constraints?,System Design,Microservices,API Design|Microservices,EXP-CLOU-JUN,Junior,Medium,3,Understand,Situational,14,ESCO.724,ONET.747,system design|microservices|medium,Low,Low,False,
Q00158,How would you troubleshoot a high-traffic web application using Security while maintaining backward compatibility?,System Design,Security,Security|Database Design,EXP-DEVO-MID,Mid,Hard,4,Apply,Situational,11,ESCO.795,ONET.934,system design|security|hard,Low,Low,False,Culture
Q00159,Tell me about a time you had to present to leadership under pressure.,Soft Skills,Communication,Communication|Conflict Resolution,EXP-CLOU-SEN,Senior,Medium,3,Create,Behavioral,10,ESCO.245,ONET.691,soft skills|communication|medium,Low,Low,False,
Q00160,How would you implement a highly secure payment gateway using Scalability with limited budget for cloud resources?,System Design,Scalability,API Design|Security,EXP-DEVO-MID,Mid,Easy,2,Create,Behavioral,14,ESCO.569,ONET.750,system design|scalability|easy,Low,Low,False,
Q00161,How would you scale a high-traffic web application using Scalability with a hard deadline of two weeks?,System Design,Scalability,Scalability|Security,EXP-FRON-SEN,Senior,Medium,3,Evaluate,Case Study,15,ESCO.451,ONET.798,system design|scalability|medium,Medium,Low,False,
Q00162,How would you optimize a high-traffic web application using SQL during a major compliance audit?,Technical,SQL,Node.js|React,EXP-BACK-SEN,Senior,Hard,4,Understand,Situational,4,ESCO.770,ONET.469,technical|sql|hard,Low,Low,False,
Q00163,Tell me about a time when good time management directly saved a project.,Soft Skills,Time Management,Leadership|Adaptability,EXP-SOFT-JUN,Junior,Medium,3,Analyze,Behavioral,5,ESCO.707,ONET.331,soft skills|time management|medium,Low,Low,False,
Q00164,How would you optimize a realtime data pipeline using Node.js with a hard deadline of two weeks?,Technical,Node.js,SQL|JavaScript,EXP-QA E-SEN,Senior,Easy,2,Remember,Situational,8,ESCO.406,ONET.240,technical|node.js|easy,Low,Low,False,
Q00165,Describe how you have balanced technical debt with feature development under time pressure.,Soft Skills,Time Management,Conflict Resolution|Communication,EXP-BACK-SEN,Senior,Medium,3,Analyze,Behavioral,6,ESCO.188,ONET.202,soft skills|time management|medium,Low,Low,False,
Q00166,How would you debug a high-traffic web application using Microservices with limited budget for cloud resources?,System Design,Microservices,Database Design|Scalability,EXP-CLOU-JUN,Junior,Easy,2,Create,Situational,6,ESCO.630,ONET.721,system design|microservices|easy,Low,Low,False,
Q00167,"How do you manage your energy across a long, stressful delivery period?",Soft Skills,Time Management,Adaptability|Leadership,EXP-FRON-MID,Mid,Easy,2,Apply,Behavioral,5,ESCO.496,ONET.981,soft skills|time management|easy,Medium,Low,False,
Q00168,How would you troubleshoot a legacy monolithic system using Python while ensuring 99.99% uptime?,Technical,Python,Java|Node.js,EXP-SOFT-MID,Mid,Easy,2,Analyze,Situational,13,ESCO.829,ONET.613,technical|python|easy,Medium,Low,False,
Q00169,How would you design a distributed microservices architecture using Kubernetes with a hard deadline of two weeks?,Technical,Kubernetes,Node.js|React,EXP-FRON-SEN,Senior,Hard,4,Analyze,Behavioral,7,ESCO.815,ONET.547,technical|kubernetes|hard,Medium,Low,False,
