calibration_id,question_id,answer_quality,answer_text,score,score_rationale,key_indicators,key_points,missing_elements,rubric_id,domain,primary_skill
CAL000109,Q00037,Poor,I do not know how to implement a latency-sensitive trading platform using Time Management.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Time Management
CAL000110,Q00037,Average,"I can implement it basically using Time Management, but I might struggle with with zero downtime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Time Management
CAL000111,Q00037,Strong,"I have deep expertise with Time Management. I would implement a latency-sensitive trading platform by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Time Management
CAL000112,Q00038,Poor,I do not know how to debug a high-traffic web application using Healthcare.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Healthcare
CAL000113,Q00038,Average,"I can debug it basically using Healthcare, but I might struggle with with limited budget for cloud resources.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Healthcare
CAL000114,Q00038,Strong,"I have deep expertise with Healthcare. I would debug a high-traffic web application by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Healthcare
CAL000115,Q00039,Poor,I do not know how to refactor a latency-sensitive trading platform using SaaS.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,SaaS
CAL000116,Q00039,Average,"I can refactor it basically using SaaS, but I might struggle with with a globally distributed team.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,SaaS
CAL000117,Q00039,Strong,"I have deep expertise with SaaS. I would refactor a latency-sensitive trading platform by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,SaaS
CAL000118,Q00040,Poor,I do not know how to optimize a distributed microservices architecture using Scalability.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Scalability
CAL000119,Q00040,Average,"I can optimize it basically using Scalability, but I might struggle with with limited budget for cloud resources.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Scalability
CAL000120,Q00040,Strong,"I have deep expertise with Scalability. I would optimize a distributed microservices architecture by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Scalability
CAL000121,Q00041,Poor,I do not know how to design a latency-sensitive trading platform using Microservices.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Microservices
CAL000122,Q00041,Average,"I can design it basically using Microservices, but I might struggle with while ensuring 99.99% uptime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Microservices
CAL000123,Q00041,Strong,"I have deep expertise with Microservices. I would design a latency-sensitive trading platform by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Microservices
CAL000124,Q00042,Poor,I do not know how to troubleshoot a resource-constrained IoT ecosystem using AWS.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,AWS
CAL000125,Q00042,Average,"I can troubleshoot it basically using AWS, but I might struggle with with a hard deadline of two weeks.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,AWS
CAL000126,Q00042,Strong,"I have deep expertise with AWS. I would troubleshoot a resource-constrained IoT ecosystem by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,AWS
CAL000127,Q00043,Poor,I do not know how to troubleshoot a resource-constrained IoT ecosystem using Adaptability.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Adaptability
CAL000128,Q00043,Average,"I can troubleshoot it basically using Adaptability, but I might struggle with with zero downtime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Adaptability
CAL000129,Q00043,Strong,"I have deep expertise with Adaptability. I would troubleshoot a resource-constrained IoT ecosystem by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Adaptability
CAL000130,Q00044,Poor,I do not know how to troubleshoot a resource-constrained IoT ecosystem using AWS.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,AWS
CAL000131,Q00044,Average,"I can troubleshoot it basically using AWS, but I might struggle with with zero downtime.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,AWS
CAL000132,Q00044,Strong,"I have deep expertise with AWS. I would troubleshoot a resource-constrained IoT ecosystem by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,AWS
CAL000133,Q00045,Poor,I do not know how to debug a realtime data pipeline using Scalability.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Scalability
CAL000134,Q00045,Average,"I can debug it basically using Scalability, but I might struggle with with a hard deadline of two weeks.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Scalability
CAL000135,Q00045,Strong,"I have deep expertise with Scalability. I would debug a realtime data pipeline by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Scalability
CAL000136,Q00046,Poor,I do not know how to design a highly secure payment gateway using API Design.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,API Design
