question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q00104,How would you design a latency-sensitive trading platform using API Design during a major compliance audit? (Variant 104),System Design,API Design,Database Design|Scalability,EXP-FRON-MID,Mid,Easy,2,Apply,Technical,10,ESCO.225,ONET.373,system design|api design|easy,Low,Low,False,None
Q00105,How would you secure a resource-constrained IoT ecosystem using Conflict Resolution with limited budget for cloud resources? (Variant 105),Soft Skills,Conflict Resolution,Adaptability|Conflict Resolution,EXP-PROD-JUN,Junior,Medium,3,Analyze,Case Study,10,ESCO.415,ONET.609,soft skills|conflict resolution|medium,Low,Low,False,Gender
Q00106,How would you design a highly secure payment gateway using Java under strict memory constraints? (Variant 106),Technical,Java,Docker|AWS,EXP-DEVO-JUN,Junior,Easy,2,Remember,Case Study,5,ESCO.370,ONET.844,technical|java|easy,Low,Low,False,None
Q00107,How would you secure an offline-first mobile app backing service using Microservices while ensuring 99.99% uptime? (Variant 107),System Design,Microservices,API Design|Security,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Behavioral,5,ESCO.199,ONET.503,system design|microservices|hard,Low,Low,False,Culture
Q00108,How would you architect a realtime data pipeline using Python during a major compliance audit? (Variant 108),Technical,Python,Python|React,EXP-QA E-MID,Mid,Hard,4,Analyze,Case Study,5,ESCO.720,ONET.627,technical|python|hard,Low,Low,False,Gender
Q00109,How would you debug a high-traffic web application using Security with zero downtime? (Variant 109),System Design,Security,Security|API Design,EXP-QA E-MID,Mid,Hard,4,Analyze,Behavioral,8,ESCO.439,ONET.789,system design|security|hard,Low,Low,False,None
Q00110,How would you architect a highly secure payment gateway using AWS while ensuring 99.99% uptime? (Variant 110),Technical,AWS,Docker|React,EXP-FRON-MID,Mid,Expert,5,Understand,Technical,3,ESCO.686,ONET.817,technical|aws|expert,Low,Low,False,None
Q00111,How would you secure an offline-first mobile app backing service using Fintech with a globally distributed team? (Variant 111),Domain Knowledge,Fintech,E-commerce|EdTech,EXP-FRON-SEN,Senior,Hard,4,Create,Case Study,11,ESCO.485,ONET.421,domain knowledge|fintech|hard,High,Low,False,None
Q00112,How would you architect a resource-constrained IoT ecosystem using E-commerce with a globally distributed team? (Variant 112),Domain Knowledge,E-commerce,E-commerce|Healthcare,EXP-FRON-SEN,Senior,Hard,4,Understand,Situational,15,ESCO.395,ONET.821,domain knowledge|e-commerce|hard,Low,Low,False,None
Q00113,How would you debug a resource-constrained IoT ecosystem using AWS with limited budget for cloud resources? (Variant 113),Technical,AWS,Kubernetes|SQL,EXP-ML E-JUN,Junior,Hard,4,Understand,Situational,3,ESCO.394,ONET.831,technical|aws|hard,Low,Low,False,Gender
Q00114,How would you scale a legacy monolithic system using Database Design while ensuring 99.99% uptime? (Variant 114),System Design,Database Design,Microservices|Database Design,EXP-PROD-MID,Mid,Easy,2,Create,Technical,13,ESCO.338,ONET.153,system design|database design|easy,Low,Low,False,None
Q00115,How would you design a realtime data pipeline using SaaS during a major compliance audit? (Variant 115),Domain Knowledge,SaaS,E-commerce|Healthcare,EXP-DEVO-MID,Mid,Hard,4,Create,Behavioral,15,ESCO.191,ONET.767,domain knowledge|saas|hard,Low,Low,False,None
Q00116,How would you scale a realtime data pipeline using E-commerce with zero downtime? (Variant 116),Domain Knowledge,E-commerce,Healthcare|Fintech,EXP-SOFT-JUN,Junior,Hard,4,Evaluate,Behavioral,8,ESCO.391,ONET.565,domain knowledge|e-commerce|hard,High,Low,False,None
Q00117,How would you migrate a highly secure payment gateway using Database Design during a major compliance audit? (Variant 117),System Design,Database Design,API Design|Scalability,EXP-QA E-MID,Mid,Medium,3,Remember,Situational,15,ESCO.402,ONET.681,system design|database design|medium,Low,Low,False,None
Q00118,How would you architect a latency-sensitive trading platform using Fintech under strict memory constraints? (Variant 118),Domain Knowledge,Fintech,E-commerce|EdTech,EXP-FRON-JUN,Junior,Hard,4,Understand,Behavioral,7,ESCO.492,ONET.341,domain knowledge|fintech|hard,Low,Low,False,None
Q00119,How would you migrate a distributed microservices architecture using Leadership with limited budget for cloud resources? (Variant 119),Soft Skills,Leadership,Leadership|Time Management,EXP-DEVO-JUN,Junior,Medium,3,Analyze,Situational,14,ESCO.220,ONET.754,soft skills|leadership|medium,High,Low,False,None
Q00120,How would you implement a resource-constrained IoT ecosystem using EdTech with a globally distributed team? (Variant 120),Domain Knowledge,EdTech,Healthcare|SaaS,EXP-QA E-MID,Mid,Expert,5,Evaluate,Technical,15,ESCO.353,ONET.796,domain knowledge|edtech|expert,Medium,Low,False,Age
Q00121,How would you secure a resource-constrained IoT ecosystem using Adaptability under strict memory constraints? (Variant 121),Soft Skills,Adaptability,Adaptability|Communication,EXP-DATA-SEN,Senior,Hard,4,Evaluate,Case Study,4,ESCO.796,ONET.310,soft skills|adaptability|hard,Medium,Low,False,None
Q00122,How would you refactor a legacy monolithic system using SaaS under strict memory constraints? (Variant 122),Domain Knowledge,SaaS,EdTech|Fintech,EXP-FRON-SEN,Senior,Expert,5,Create,Situational,14,ESCO.122,ONET.505,domain knowledge|saas|expert,Low,Low,False,None
Q00123,How would you troubleshoot an offline-first mobile app backing service using Kubernetes during a major compliance audit? (Variant 123),Technical,Kubernetes,Python|JavaScript,EXP-FRON-JUN,Junior,Easy,2,Apply,Case Study,5,ESCO.887,ONET.238,technical|kubernetes|easy,Medium,Low,False,Culture
Q00124,How would you design a latency-sensitive trading platform using Kubernetes with zero downtime? (Variant 124),Technical,Kubernetes,React|Go,EXP-DATA-JUN,Junior,Medium,3,Evaluate,Case Study,11,ESCO.230,ONET.845,technical|kubernetes|medium,High,Low,False,None
Q00125,How would you migrate a high-traffic web application using E-commerce with limited budget for cloud resources? (Variant 125),Domain Knowledge,E-commerce,E-commerce|SaaS,EXP-DEVO-SEN,Senior,Medium,3,Apply,Technical,14,ESCO.883,ONET.215,domain knowledge|e-commerce|medium,Low,Low,False,None
Q00126,How would you optimize a latency-sensitive trading platform using Docker with limited budget for cloud resources? (Variant 126),Technical,Docker,AWS|Python,EXP-PROD-MID,Mid,Easy,2,Analyze,Case Study,6,ESCO.652,ONET.322,technical|docker|easy,Medium,Low,False,None
Q00127,How would you optimize a highly secure payment gateway using Database Design with zero downtime? (Variant 127),System Design,Database Design,Scalability|Database Design,EXP-QA E-JUN,Junior,Medium,3,Analyze,Situational,7,ESCO.162,ONET.670,system design|database design|medium,High,Low,False,Age
Q00128,How would you debug a realtime data pipeline using EdTech with zero downtime? (Variant 128),Domain Knowledge,EdTech,Healthcare|SaaS,EXP-ML E-MID,Mid,Medium,3,Apply,Case Study,5,ESCO.872,ONET.650,domain knowledge|edtech|medium,Low,Low,False,None
Q00129,How would you refactor a high-traffic web application using Time Management while maintaining backward compatibility? (Variant 129),Soft Skills,Time Management,Communication|Conflict Resolution,EXP-PROD-JUN,Junior,Hard,4,Create,Behavioral,10,ESCO.967,ONET.479,soft skills|time management|hard,Low,Low,False,None
Q00130,How would you scale a distributed microservices architecture using Adaptability with limited budget for cloud resources? (Variant 130),Soft Skills,Adaptability,Adaptability|Communication,EXP-FRON-JUN,Junior,Medium,3,Apply,Situational,3,ESCO.316,ONET.294,soft skills|adaptability|medium,High,Low,False,None
Q00131,How would you scale an offline-first mobile app backing service using Scalability with limited budget for cloud resources? (Variant 131),System Design,Scalability,API Design|Security,EXP-FRON-SEN,Senior,Hard,4,Apply,Situational,8,ESCO.625,ONET.609,system design|scalability|hard,Low,Low,False,None
Q00132,How would you refactor a resource-constrained IoT ecosystem using AWS with a globally distributed team? (Variant 132),Technical,AWS,Node.js|React,EXP-SOFT-JUN,Junior,Hard,4,Evaluate,Case Study,7,ESCO.256,ONET.300,technical|aws|hard,Low,Low,False,None
Q00133,How would you implement a high-traffic web application using SaaS under strict memory constraints? (Variant 133),Domain Knowledge,SaaS,E-commerce|Healthcare,EXP-DATA-SEN,Senior,Medium,3,Create,Case Study,5,ESCO.655,ONET.757,domain knowledge|saas|medium,High,Low,False,None
Q00134,How would you scale a high-traffic web application using Leadership under strict memory constraints? (Variant 134),Soft Skills,Leadership,Communication|Leadership,EXP-PROD-JUN,Junior,Expert,5,Apply,Behavioral,12,ESCO.753,ONET.782,soft skills|leadership|expert,High,Low,False,Gender
Q00135,How would you refactor a distributed microservices architecture using Kubernetes while maintaining backward compatibility? (Variant 135),Technical,Kubernetes,Java|Kubernetes,EXP-DEVO-JUN,Junior,Easy,2,Evaluate,Case Study,15,ESCO.283,ONET.209,technical|kubernetes|easy,High,Low,False,None
Q00136,How would you design a legacy monolithic system using Go during a major compliance audit? (Variant 136),Technical,Go,SQL|Docker,EXP-BACK-JUN,Junior,Medium,3,Create,Technical,7,ESCO.800,ONET.947,technical|go|medium,Medium,Low,False,None
Q00137,How would you refactor a distributed microservices architecture using Fintech with zero downtime? (Variant 137),Domain Knowledge,Fintech,Fintech|E-commerce,EXP-SOFT-SEN,Senior,Expert,5,Analyze,Situational,12,ESCO.978,ONET.197,domain knowledge|fintech|expert,Medium,Low,False,Gender
Q00138,How would you implement a latency-sensitive trading platform using Security while ensuring 99.99% uptime? (Variant 138),System Design,Security,Security|Microservices,EXP-DATA-SEN,Senior,Hard,4,Remember,Technical,12,ESCO.247,ONET.870,system design|security|hard,Medium,Low,False,None
Q00139,How would you implement an offline-first mobile app backing service using EdTech during a major compliance audit? (Variant 139),Domain Knowledge,EdTech,Healthcare|SaaS,EXP-CLOU-JUN,Junior,Medium,3,Create,Behavioral,11,ESCO.863,ONET.454,domain knowledge|edtech|medium,Low,Low,False,None
Q00140,How would you debug a distributed microservices architecture using API Design with a hard deadline of two weeks? (Variant 140),System Design,API Design,API Design|Database Design,EXP-DEVO-SEN,Senior,Expert,5,Analyze,Technical,13,ESCO.699,ONET.776,system design|api design|expert,Low,Low,False,None
Q00141,How would you implement a realtime data pipeline using E-commerce during a major compliance audit? (Variant 141),Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-DEVO-SEN,Senior,Easy,2,Remember,Behavioral,7,ESCO.555,ONET.468,domain knowledge|e-commerce|easy,Medium,Low,False,None
Q00142,How would you secure a distributed microservices architecture using JavaScript while ensuring 99.99% uptime? (Variant 142),Technical,JavaScript,Go|Kubernetes,EXP-SOFT-SEN,Senior,Hard,4,Analyze,Behavioral,7,ESCO.523,ONET.497,technical|javascript|hard,Medium,Low,False,None
Q00143,How would you architect a latency-sensitive trading platform using Conflict Resolution with limited budget for cloud resources? (Variant 143),Soft Skills,Conflict Resolution,Conflict Resolution|Adaptability,EXP-FRON-JUN,Junior,Medium,3,Remember,Technical,9,ESCO.382,ONET.531,soft skills|conflict resolution|medium,Low,Low,False,None
Q00144,How would you troubleshoot a realtime data pipeline using Time Management while maintaining backward compatibility? (Variant 144),Soft Skills,Time Management,Leadership|Communication,EXP-DEVO-JUN,Junior,Easy,2,Analyze,Situational,12,ESCO.489,ONET.923,soft skills|time management|easy,Medium,Low,False,None
Q00145,How would you implement a distributed microservices architecture using Database Design while ensuring 99.99% uptime? (Variant 145),System Design,Database Design,API Design|Scalability,EXP-DEVO-JUN,Junior,Expert,5,Evaluate,Technical,8,ESCO.485,ONET.387,system design|database design|expert,Medium,Low,False,None
Q00146,How would you troubleshoot a highly secure payment gateway using E-commerce with a hard deadline of two weeks? (Variant 146),Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-CLOU-SEN,Senior,Easy,2,Analyze,Case Study,5,ESCO.748,ONET.410,domain knowledge|e-commerce|easy,Low,Low,False,None
Q00147,How would you migrate a high-traffic web application using EdTech during a major compliance audit? (Variant 147),Domain Knowledge,EdTech,EdTech|SaaS,EXP-FRON-SEN,Senior,Easy,2,Apply,Behavioral,4,ESCO.887,ONET.354,domain knowledge|edtech|easy,Low,Low,False,None
Q00148,How would you optimize an offline-first mobile app backing service using JavaScript under strict memory constraints? (Variant 148),Technical,JavaScript,Java|Node.js,EXP-FRON-MID,Mid,Medium,3,Analyze,Situational,9,ESCO.574,ONET.890,technical|javascript|medium,Low,Low,False,None
Q00149,How would you scale a resource-constrained IoT ecosystem using Fintech with a globally distributed team? (Variant 149),Domain Knowledge,Fintech,Fintech|E-commerce,EXP-DEVO-SEN,Senior,Hard,4,Apply,Case Study,15,ESCO.311,ONET.633,domain knowledge|fintech|hard,Low,Low,False,None
Q00150,How would you scale a distributed microservices architecture using Python during a major compliance audit? (Variant 150),Technical,Python,Go|JavaScript,EXP-QA E-JUN,Junior,Medium,3,Create,Technical,11,ESCO.278,ONET.665,technical|python|medium,Low,Low,False,None
Q00151,How would you implement a legacy monolithic system using SaaS while ensuring 99.99% uptime? (Variant 151),Domain Knowledge,SaaS,Fintech|E-commerce,EXP-ML E-SEN,Senior,Expert,5,Analyze,Behavioral,14,ESCO.319,ONET.310,domain knowledge|saas|expert,Low,Low,False,None
Q00152,How would you scale a realtime data pipeline using Fintech while maintaining backward compatibility? (Variant 152),Domain Knowledge,Fintech,Healthcare|SaaS,EXP-FRON-MID,Mid,Hard,4,Evaluate,Case Study,12,ESCO.501,ONET.701,domain knowledge|fintech|hard,Low,Low,False,None
Q00153,How would you migrate a highly secure payment gateway using Conflict Resolution during a major compliance audit? (Variant 153),Soft Skills,Conflict Resolution,Leadership|Communication,EXP-DEVO-JUN,Junior,Easy,2,Understand,Situational,14,ESCO.244,ONET.623,soft skills|conflict resolution|easy,Low,Low,False,None
Q00154,How would you scale a realtime data pipeline using Adaptability with limited budget for cloud resources? (Variant 154),Soft Skills,Adaptability,Communication|Time Management,EXP-DEVO-JUN,Junior,Medium,3,Understand,Situational,10,ESCO.734,ONET.154,soft skills|adaptability|medium,Medium,Low,False,Culture
Q00155,How would you secure a latency-sensitive trading platform using SaaS while ensuring 99.99% uptime? (Variant 155),Domain Knowledge,SaaS,SaaS|EdTech,EXP-DATA-SEN,Senior,Easy,2,Evaluate,Behavioral,15,ESCO.879,ONET.325,domain knowledge|saas|easy,Low,Low,False,None
